Index,AreaName,Price ($),lat,lng,Address,City
2461,Brookhaven - Amesbury,749000,43.696663,-79.494972,116 Via Cassia Dr,Toronto
2462,Downtown,335000,43.654587,-79.386658,#2005 - 55 Centre Ave,Toronto
2463,Downtown,608800,43.650372,-79.382347,#1511 - 70 TEMPERANCE ST,Toronto
2464,Downtown,299900,43.641075,-79.393974,#329 - 4K SPADINA AVE,Toronto
2465,Newtonbrook,374500,43.784409,-79.416061,#907 - 5791 YONGE ST,Toronto
2466,Willowdale,428800,43.769981,-79.411751,#602 - 28 EMPRESS AVE,Toronto
2467,Downtown,448800,43.650372,-79.382347,#1007 - 70 TEMPERANCE ST,Toronto
2468,Steeles,388000,43.815434,-79.325745,#1135 - 25 BAMBURGH CIRC,Toronto
2469,Agincourt,68000,43.785206,-79.277573,#B1 - 4227 SHEPPARD AVE,Toronto
2470,Mimico,339000,43.624969,-79.478081,#411 A - 59 ANNIE CRAIG DR,Toronto
2471,Downtown,576000,43.666821,-79.37336,#107 - 171 BLEECKER ST,Toronto
2472,Rexdale,247500,43.75901,-79.588539,#1110 - 10 MARKBROOK LANE,Toronto
2473,Windfields,3998000,43.73727,-79.361427,1 TANVALLEY CRT,Toronto
2474,Etobicoke West Mall,470000,43.649242,-79.566887,79 PERMFIELD PATH,Toronto
2475,Rockcliffe - Smythe,794990,43.667053,-79.503334,178 EILEEN AVE,Toronto
2476,Bendale,397500,43.773251,-79.255272,#3410 - 50 TOWN CENTRE CRT,Toronto
2477,Dorset Park,769000,43.756241,-79.284714,141 CANLISH RD,Toronto
2478,Old East York,169900,43.696163,-79.292953,#707 - 5 MASSEY SQ,Toronto
2479,Wexford,659000,43.756546,-79.301353,15 TARDREE PL,Toronto
2480,Woburn,599900,43.744694,-79.227638,15 FARMBROOK RD,Toronto
2481,Malvern,558888,43.814308,-79.215759,1 ROVINELLI RD,Toronto
2482,Newtonbrook,3149000,43.797127,-79.404976,30 LLOYDMINSTER CRES,Toronto
2483,Newtonbrook,1788000,43.790619,-79.413734,27 TOBRUK CRES,Toronto
2484,Sherwood Park,444500,43.710804,-79.394417,#1104 - 88 BROADWAY AVE,Toronto
2485,Downtown,639900,43.64286,-79.38073,#1408 - 65 BREMNER BLVD,Toronto
2486,Parkdale,1098000,43.635262,-79.426628,11 THORBURN AVE,Toronto
2487,Downtown,45000,43.639725,-79.383247,#4 - 228 Queens Quay,Toronto
2488,Rexdale,749900,43.739414,-79.585983,43 Kendleton Dr,Toronto
2489,Cricket Club,2995000,43.735512,-79.412315,37 FELBRIGG AVE,Toronto
2490,Downtown,374900,43.637386,-79.398201,#716 - 38 DAN LECKIE WAY,Toronto
2491,Leslieville,5995000,43.662285,-79.327087,858 EASTERN AVE,Toronto
2492,Niagara,429900,43.636963,-79.404671,#1073 - 209 FORT YORK BLVD,Toronto
2493,Lawrence Heights,484888,43.714592,-79.452911,#714 - 800 LAWRENCE AVE,Toronto
2494,Willowdale,559000,43.757988,-79.403625,#833 - 120 HARRISON GARDEN BLVD,Toronto
2495,Sunnyside,439900,43.636307,-79.466087,#1707 - 1900 LAKE SHORE BLVD W,Toronto
2496,Oakridge,295800,43.694603,-79.273277,#212 - 3520 Danforth Ave,Toronto
2497,Downtown,499990,43.641788,-79.381874,#2306 - 14 YORK ST,Toronto
2498,Downtown,398000,43.667915,-79.375679,#1111 - 500 SHERBOURNE ST,Toronto
2499,Entertainment District,629900,43.642269,-79.382805,#1710 - 30 GRAND TRUNK CRES,Toronto
2500,Leslieville,299990,43.665165,-79.341537,#221 - 1190 DUNDAS ST E,Toronto
2501,Downtown,399000,43.652817,-79.367737,#1207 - 400 ADELAIDE ST E,Toronto
2502,Willowdale,325000,43.767403,-79.410599,#601 - 188 DORIS AVE,Toronto
2503,Liberty Village,389000,43.638775,-79.41626,#1315 - 150 EAST LIBERTY ST,Toronto
2504,Bayview Village,349500,43.769611,-79.368416,#1501 - 33 SINGER CRT,Toronto
2505,Eringate - Centennial - West Deane,750000,43.665123,-79.562119,17 ANTIOCH DR,Toronto
2506,Willowdale,1100000,43.769489,-79.432037,53 COBDEN ST,Toronto
2507,Eglinton East,629900,43.742146,-79.247414,33 GRAYLEE AVE,Toronto
2508,Bayview Village,309900,43.769611,-79.368416,#3107 - 33 SINGER CRT,Toronto
2509,Silverthorn,649000,43.688412,-79.467247,468 SILVERTHORN AVE,Toronto
2510,Willowdale,839000,43.776329,-79.412376,#1207 - 28 SOMMERSET WAY,Toronto
2511,Woodbine Gardens,639900,43.700798,-79.297798,79 CHAPMAN AVE,Toronto
